vertex ID,cs,positions,phenotype_id
184,ENSG00000115073.grp_1.contained.ENST00000451664_L1_GTEx.esophagus_muscularis_txrev,"[97226075, 97643142, 97658891]",ENSG00000115073
185,ENSG00000124006.grp_2.contained.ENST00000462385_L1_GTEx.liver_txrev,"[219562625, 219562706]",ENSG00000124006
186,ENSG00000115446.grp_2.contained.ENST00000409347_L2_GTEx.esophagus_muscularis_txrev,[98404341],ENSG00000115446
187,ENSG00000169432.grp_2.contained.ENST00000646694_L1_BLUEPRINT_SE.neutrophil_txrev,"[166358034, 166358305, 166374341, 166377784, 166379097, 166379956, 166380547, 166381750]",ENSG00000169432
188,ENSG00000035115.grp_2.contained.ENST00000403712_L1_GTEx.colon_sigmoid_txrev,[242793],ENSG00000035115
189,ENSG00000151353.grp_2.contained.ENST00000281017_L2_GEUVADIS.LCL_txrev,"[661770, 668596, 669739, 678241]",ENSG00000151353
190,ENSG00000171853.grp_1.contained.ENST00000382110_L1_TwinsUK.fat_txrev,"[3472526, 3475966, 3477760, 3479942, 3481432]",ENSG00000171853
191,ENSG00000115756.grp_1.contained.ENST00000307845_L2_Quach_2016.monocyte_Pam3CSK4_txrev,"[10405960, 10406185, 10407074, 10408089, 10408745]",ENSG00000115756
192,ENSG00000180902.grp_1.contained.ENST00000468064_L1_GTEx.thyroid_txrev,"[241744107, 241746756, 241747392, 241747739, 241748164, 241748788, 241748877, 241748951, 241749257]",ENSG00000180902
193,ENSG00000155368.grp_2.contained.ENST00000542275_L2_TwinsUK.fat_txrev,"[119367453, 119368360]",ENSG00000155368
194,ENSG00000143727.grp_2.contained.ENST00000272065_L1_GTEx.adipose_subcutaneous_txrev,"[256414, 272051]",ENSG00000143727
195,ENSG00000115350.grp_1.contained.ENST00000473023_L1_GEUVADIS.LCL_txrev,[74958729],ENSG00000115350
196,ENSG00000143727.grp_2.contained.ENST00000272065_L1_BLUEPRINT_SE.monocyte_txrev,"[256414, 272051]",ENSG00000143727
197,ENSG00000115825.grp_2.contained.ENST00000464552_L1_Quach_2016.monocyte_LPS_txrev,[37292936],ENSG00000115825
198,ENSG00000163803.grp_1.contained.ENST00000422425_L1_Lepik_2017.blood_txrev,"[28468378, 28471382, 28477892]",ENSG00000163803
199,ENSG00000006607.grp_1.contained.ENST00000473082_L1_GEUVADIS.LCL_txrev,"[241245223, 241375608, 241405280, 241474676]",ENSG00000006607
200,ENSG00000196975.grp_2.contained.ENST00000471395_L1_GTEx.LCL_txrev,"[69770863, 69772502, 69772505, 69772507, 69777196, 69782508, 69782890, 69784184, 69832692]",ENSG00000196975
201,ENSG00000135932.grp_1.contained.ENST00000484398_L1_BLUEPRINT_SE.neutrophil_txrev,"[230699911, 230714558, 230724888]",ENSG00000135932
202,ENSG00000171853.grp_1.contained.ENST00000489032_L1_ROSMAP.brain_naive_txrev,"[3472526, 3475966, 3477760, 3479942, 3480101, 3481432]",ENSG00000171853
203,ENSG00000134324.grp_1.contained.ENST00000475922_L1_Schmiedel_2018.Th2_memory_txrev,[11784824],ENSG00000134324
204,ENSG00000163466.grp_1.contained.ENST00000465395_L1_Schmiedel_2018.Treg_memory_txrev,"[218202257, 218203057, 218203352, 218204414, 218205828, 218207952, 218212019, 218217396, 218217607]",ENSG00000163466
205,ENSG00000079308.grp_2.contained.ENST00000646520_L1_GTEx.thyroid_txrev,[217881708],ENSG00000079308
206,ENSG00000163214.grp_2.contained.ENST00000479345_L1_GTEx.testis_txrev,"[38855437, 38856670, 38856898, 38857150, 38869731, 38869915, 38871216, 38946429]",ENSG00000163214
207,ENSG00000240344.grp_1.contained.ENST00000487879_L1_GTEx.LCL_txrev,"[200867394, 200872011, 200877622, 200889340]",ENSG00000240344
208,ENSG00000114956.grp_1.contained.ENST00000462685_L1_GTEx.stomach_txrev,"[73922906, 73925387, 73929968, 73930387, 73931550, 73931556, 73953490, 73955279]",ENSG00000114956
209,ENSG00000171853.grp_1.contained.ENST00000382110_L1_FUSION.adipose_naive_txrev,"[3472526, 3475966, 3477760, 3479942, 3480101, 3481432]",ENSG00000171853
210,ENSG00000138375.grp_2.contained.ENST00000496037_L1_GTEx.muscle_txrev,"[216408473, 216410760, 216412526, 216414007, 216417362]",ENSG00000138375
211,ENSG00000124006.grp_2.contained.ENST00000472388_L1_GTEx.artery_tibial_txrev,"[219556734, 219557307]",ENSG00000124006
212,ENSG00000138448.grp_1.contained.ENST00000261023_L1_GTEx.artery_aorta_txrev,"[186633380, 186654611, 186658023, 186721872]",ENSG00000138448
213,ENSG00000228784.grp_2.contained.ENST00000449086_L1_GTEx.lung_txrev,[19877892],ENSG00000228784
214,ENSG00000136682.grp_2.contained.ENST00000479583_L1_TwinsUK.LCL_txrev,"[113369857, 113370048, 113371307, 113371692, 113377446, 113383618, 113385185, 113389293, 113393727]",ENSG00000136682
215,ENSG00000134324.grp_1.contained.ENST00000475286_L1_GTEx.brain_cerebellar_hemisphere_txrev,[11784824],ENSG00000134324
216,ENSG00000143727.grp_2.contained.ENST00000484125_L1_Nedelec_2016.macrophage_naive_txrev,"[256414, 267863, 272051]",ENSG00000143727
217,ENSG00000068024.grp_2.contained.ENST00000493582_L1_GTEx.muscle_txrev,"[239093078, 239094088, 239094707, 239097116, 239098926, 239101030, 239101379]",ENSG00000068024
218,ENSG00000115084.grp_1.contained.ENST00000498768_L1_GTEx.testis_txrev,"[113726208, 113726517, 113730828, 113732649]",ENSG00000115084
219,ENSG00000068024.grp_2.contained.ENST00000493582_L1_GTEx.testis_txrev,"[239094088, 239094707, 239097116, 239098926]",ENSG00000068024
220,ENSG00000124006.grp_2.contained.ENST00000462385_L1_GTEx.spleen_txrev,"[219562625, 219562706]",ENSG00000124006
221,ENSG00000188674.grp_1.contained.ENST00000341287_L1_BrainSeq.brain_txrev,[208168414],ENSG00000188674
222,ENSG00000144115.grp_2.contained.ENST00000496844_L1_GTEx.brain_hypothalamus_txrev,"[88184590, 88187909, 88201142, 88226446, 88238991]",ENSG00000144115
223,ENSG00000068912.grp_1.contained.ENST00000378239_L1_GTEx.adipose_subcutaneous_txrev,"[53704053, 53713988, 53728376, 53729746, 53731782]",ENSG00000068912
224,ENSG00000115756.grp_1.contained.ENST00000381765_L1_Lepik_2017.blood_txrev,"[10408700, 10410782, 10411227]",ENSG00000115756
225,ENSG00000144579.grp_1.contained.ENST00000494067_L1_GTEx.esophagus_gej_txrev,[218401700],ENSG00000144579
226,ENSG00000183281.grp_2.contained.ENST00000409801_L2_GTEx.brain_cerebellum_txrev,"[87082440, 87087931, 87089342]",ENSG00000183281
227,ENSG00000180902.grp_1.contained.ENST00000463932_L1_GTEx.artery_aorta_txrev,"[241756485, 241756914, 241760637, 241761545, 241762000, 241763768, 241764646, 241767686]",ENSG00000180902
228,ENSG00000169604.grp_2.contained.ENST00000303714_L1_HipSci.iPSC_txrev,[69103152],ENSG00000169604
229,ENSG00000072163.grp_2.contained.ENST00000426981_L1_GTEx.artery_coronary_txrev,[127641734],ENSG00000072163
230,ENSG00000118960.grp_2.contained.ENST00000651498_L1_Quach_2016.monocyte_LPS_txrev,[20638558],ENSG00000118960
231,ENSG00000228486.grp_1.contained.ENST00000603835_L1_GTEx.muscle_txrev,"[97694802, 97698446, 97701308]",ENSG00000228486
232,ENSG00000124380.grp_2.contained.ENST00000244227_L1_GTEx.muscle_txrev,"[69904531, 69904659, 69906278, 69906932, 69914387]",ENSG00000124380
233,ENSG00000170802.grp_2.contained.ENST00000413569_L1_BLUEPRINT_SE.monocyte_txrev,"[47982700, 48327816, 48346756, 48406397]",ENSG00000170802
234,ENSG00000171865.grp_1.contained.ENST00000436842_L1_HipSci.iPSC_txrev,"[3557938, 3557948, 3561166, 3561474, 3561679, 3568533, 3569315]",ENSG00000171865
235,ENSG00000125637.grp_1.contained.ENST00000418251_L1_Alasoo_2018.macrophage_IFNg+Salmonella_txrev,"[113182186, 113183104, 113183262, 113184482, 113184628, 113184697, 113185326, 113185893]",ENSG00000125637
236,ENSG00000151353.grp_2.contained.ENST00000432667_L1_Nedelec_2016.macrophage_Salmonella_txrev,"[674963, 676177]",ENSG00000151353
237,ENSG00000136732.grp_2.contained.ENST00000356887_L1_FUSION.muscle_naive_txrev,"[126686382, 126687525, 126687911, 126688952, 126689277, 126697595]",ENSG00000136732
238,ENSG00000152291.grp_2.contained.ENST00000409232_L1_GTEx.liver_txrev,"[85312513, 85321516, 85322745, 85328139]",ENSG00000152291
239,ENSG00000115107.grp_2.contained.ENST00000393110_L1_HipSci.iPSC_txrev,"[119227157, 119229389, 119229661, 119229711, 119230150, 119230989, 119231494, 119231505, 119232020, 119232060]",ENSG00000115107
240,ENSG00000171853.grp_1.contained.ENST00000469400_L1_GTEx.colon_sigmoid_txrev,"[3472526, 3475966, 3477760, 3479942, 3480101]",ENSG00000171853
241,ENSG00000124006.grp_1.contained.ENST00000404537_L1_FUSION.adipose_naive_txrev,"[219562673, 219562706]",ENSG00000124006
242,ENSG00000035115.grp_2.contained.ENST00000626873_L1_GTEx.colon_transverse_txrev,[242793],ENSG00000035115
243,ENSG00000151353.grp_2.contained.ENST00000281017_L1_GTEx.pituitary_txrev,"[671939, 674963, 676177]",ENSG00000151353
244,ENSG00000183281.grp_2.contained.ENST00000467745_L1_GTEx.pituitary_txrev,"[86899541, 86920194]",ENSG00000183281
245,ENSG00000068724.grp_2.contained.ENST00000496991_L1_GEUVADIS.LCL_txrev,"[47051176, 47052466, 47052496, 47053172, 47054495]",ENSG00000068724
246,ENSG00000135930.grp_1.contained.ENST00000409514_L1_FUSION.muscle_naive_txrev,"[232553351, 232561367, 232563532, 232564434, 232567923, 232568173]",ENSG00000135930
247,ENSG00000068912.grp_2.contained.ENST00000185150_L1_ROSMAP.brain_naive_txrev,"[53821802, 53826735]",ENSG00000068912
248,ENSG00000240344.grp_2.contained.ENST00000470442_L1_GTEx.brain_frontal_cortex_txrev,"[200867394, 200872011, 200877622, 200889340, 201139467]",ENSG00000240344
249,ENSG00000125571.grp_2.contained.ENST00000353225_L1_TwinsUK.skin_txrev,"[112900182, 112900498, 112901128, 112915893, 112916578, 112919378, 112921784, 112924704, 112933358]",ENSG00000125571
250,ENSG00000118640.grp_2.contained.ENST00000409760_L1_GTEx.thyroid_txrev,"[85578531, 85579143, 85582547, 85582580]",ENSG00000118640
251,ENSG00000171853.grp_2.contained.ENST00000324266_L1_BrainSeq.brain_txrev,"[3472526, 3477760]",ENSG00000171853
252,ENSG00000115274.grp_1.contained.ENST00000233331_L1_BrainSeq.brain_txrev,"[74462912, 74489013, 74493928, 74511195, 74511879]",ENSG00000115274
253,ENSG00000115307.grp_1.contained.ENST00000463900_L1_GTEx.blood_txrev,"[74460131, 74492783, 74498051, 74498677, 74499633, 74518953, 74528651, 74529049, 74538566]",ENSG00000115307
254,ENSG00000144579.grp_2.contained.ENST00000491064_L1_TwinsUK.fat_txrev,"[218399384, 218401909, 218403058, 218403190, 218403975, 218404080]",ENSG00000144579
255,ENSG00000118640.grp_2.contained.ENST00000409760_L1_GTEx.spleen_txrev,"[85581450, 85581748, 85582832]",ENSG00000118640
256,ENSG00000168530.grp_2.contained.ENST00000352451_L1_FUSION.muscle_naive_txrev,"[210300160, 210300187]",ENSG00000168530
257,ENSG00000115274.grp_1.contained.ENST00000471577_L2_GTEx.esophagus_mucosa_txrev,[74537747],ENSG00000115274
258,ENSG00000144115.grp_1.contained.ENST00000377254_L1_GTEx.brain_cortex_txrev,"[88184590, 88187909, 88201142, 88203796, 88237521, 88238865, 88239246]",ENSG00000144115
259,ENSG00000214595.grp_1.contained.ENST00000493997_L1_GTEx.esophagus_muscularis_txrev,"[54724316, 54724751, 54725899, 54727687]",ENSG00000214595
260,ENSG00000151353.grp_2.contained.ENST00000281017_L1_Alasoo_2018.macrophage_IFNg_txrev,"[671939, 674963, 676177]",ENSG00000151353
261,ENSG00000224376.grp_1.contained.ENST00000454416_L1_GEUVADIS.LCL_txrev,"[231389380, 231394665]",ENSG00000224376
262,ENSG00000169604.grp_1.contained.ENST00000463335_L1_GTEx.lung_txrev,[69103152],ENSG00000169604
263,ENSG00000144115.grp_2.contained.ENST00000419759_L2_GTEx.pituitary_txrev,[87247291],ENSG00000144115
264,ENSG00000035115.grp_2.contained.ENST00000626873_L1_Lepik_2017.blood_txrev,[242793],ENSG00000035115
265,ENSG00000115271.grp_2.contained.ENST00000473240_L1_FUSION.adipose_naive_txrev,"[162359145, 162382608, 162459293, 162495504, 162549159]",ENSG00000115271
266,ENSG00000006607.grp_1.contained.ENST00000264042_L1_GTEx.nerve_tibial_txrev,"[241245223, 241375608, 241405280, 241474676, 241526862]",ENSG00000006607
267,ENSG00000119185.grp_2.contained.ENST00000497031_L2_Alasoo_2018.macrophage_IFNg_txrev,"[9822985, 9838068, 9875221, 9924250, 9931573, 9971976, 10042486, 10050235, 10050538]",ENSG00000119185
268,ENSG00000154518.grp_1.contained.ENST00000497075_L1_TwinsUK.fat_txrev,"[175096011, 175165870, 175178369]",ENSG00000154518
269,ENSG00000163466.grp_1.contained.ENST00000477992_L2_Schmiedel_2018.B-cell_naive_txrev,"[217903858, 217906261, 217915473, 217917700]",ENSG00000163466
270,ENSG00000152291.grp_2.contained.ENST00000409232_L1_Quach_2016.monocyte_LPS_txrev,"[85312513, 85322745, 85328139]",ENSG00000152291
271,ENSG00000115457.grp_2.contained.ENST00000434997_L1_GTEx.adrenal_gland_txrev,[216535725],ENSG00000115457
272,ENSG00000055332.grp_2.contained.ENST00000395127_L2_Alasoo_2018.macrophage_IFNg_txrev,"[37033071, 37033679, 37149171]",ENSG00000055332
273,ENSG00000174501.grp_2.contained.ENST00000531153_L1_Schmiedel_2018.Th17_memory_txrev,"[96964625, 96966145, 96966245, 96969577, 96975530, 96977839, 96979343, 96981879, 96990226]",ENSG00000174501
274,ENSG00000144231.grp_2.contained.ENST00000487079_L1_Lepik_2017.blood_txrev,"[127836403, 127843035]",ENSG00000144231
275,ENSG00000115756.grp_1.contained.ENST00000307845_L1_GTEx.adipose_visceral_txrev,[10408700],ENSG00000115756
276,ENSG00000169604.grp_1.contained.ENST00000303714_L1_GTEx.esophagus_gej_txrev,[69103152],ENSG00000169604
277,ENSG00000035115.grp_2.contained.ENST00000626873_L1_GTEx.heart_atrial_appendage_txrev,[242793],ENSG00000035115
278,ENSG00000123992.grp_1.contained.ENST00000523527_L1_GTEx.adipose_subcutaneous_txrev,"[219380926, 219382919, 219395924, 219397476, 219400734, 219400887, 219402605]",ENSG00000123992
279,ENSG00000124006.grp_2.contained.ENST00000489804_L1_GTEx.muscle_txrev,"[219549297, 219550873, 219550924, 219552544]",ENSG00000124006
280,ENSG00000138031.grp_2.contained.ENST00000479517_L1_GTEx.skin_sun_exposed_txrev,[24842405],ENSG00000138031
281,ENSG00000144579.grp_1.contained.ENST00000491064_L1_GTEx.blood_txrev,[218401700],ENSG00000144579
282,ENSG00000135924.grp_2.contained.ENST00000485220_L2_FUSION.muscle_naive_txrev,"[219281426, 219294864]",ENSG00000135924
283,ENSG00000175874.grp_1.contained.ENST00000495455_L1_ROSMAP.brain_naive_txrev,"[101381078, 101381276, 101382427]",ENSG00000175874
284,ENSG00000124006.grp_2.contained.ENST00000373876_L1_GTEx.stomach_txrev,"[219562625, 219562673, 219562706]",ENSG00000124006
285,ENSG00000138095.grp_1.contained.ENST00000472420_L1_Quach_2016.monocyte_LPS_txrev,"[43896533, 43908636]",ENSG00000138095
286,ENSG00000115486.grp_1.contained.ENST00000481541_L1_ROSMAP.brain_naive_txrev,"[85559433, 85561017, 85574532, 85584106, 85617958, 85636271]",ENSG00000115486
287,ENSG00000197635.grp_1.contained.ENST00000434918_L1_Alasoo_2018.macrophage_Salmonella_txrev,[162047503],ENSG00000197635
288,ENSG00000171853.grp_1.contained.ENST00000411973_L1_GTEx.testis_txrev,"[3391516, 3391612, 3406312, 3410258, 3418399, 3421743, 3422177, 3430561]",ENSG00000171853
289,ENSG00000180902.grp_2.contained.ENST00000468064_L1_BLUEPRINT_SE.monocyte_txrev,[241758583],ENSG00000180902
290,ENSG00000196912.grp_1.contained.ENST00000359901_L1_GTEx.skin_not_sun_exposed_txrev,"[97568330, 97571475, 97571602, 97573152, 97573394, 97573652, 97574633]",ENSG00000196912
291,ENSG00000143727.grp_2.contained.ENST00000453390_L1_GTEx.artery_coronary_txrev,"[256414, 272051]",ENSG00000143727
292,ENSG00000072163.grp_1.contained.ENST00000409286_L1_GTEx.testis_txrev,"[127585100, 127597092, 127597277, 127603232, 127641317, 127641734]",ENSG00000072163
293,ENSG00000072163.grp_2.contained.ENST00000324938_L1_GTEx.testis_txrev,"[127641317, 127641734]",ENSG00000072163
294,ENSG00000067066.grp_2.contained.ENST00000462751_L1_GTEx.vagina_txrev,"[230462907, 230462973, 230463141, 230463363, 230463697, 230463711]",ENSG00000067066
295,ENSG00000115107.grp_1.contained.ENST00000393110_L1_GTEx.stomach_txrev,"[119229389, 119229661, 119230989, 119231494, 119232020, 119232060, 119238577]",ENSG00000115107
296,ENSG00000035115.grp_2.contained.ENST00000626873_L2_Alasoo_2018.macrophage_Salmonella_txrev,"[305038, 381870]",ENSG00000035115
297,ENSG00000138101.grp_1.contained.ENST00000488457_L1_ROSMAP.brain_naive_txrev,"[25373192, 25383508]",ENSG00000138101
298,ENSG00000152527.grp_1.contained.ENST00000405000_L1_GTEx.adipose_subcutaneous_txrev,"[43708734, 43709223, 43711619, 43713393, 43714392]",ENSG00000152527
299,ENSG00000151665.grp_1.contained.ENST00000482786_L1_GENCORD.LCL_txrev,"[46555050, 46556751, 46557092, 46563858, 46564710, 46577492, 46578769, 46578947, 46581104, 46591853]",ENSG00000151665
300,ENSG00000115902.grp_2.contained.ENST00000480594_L1_BLUEPRINT_SE.monocyte_txrev,"[64979635, 64991513, 65004111, 65004395]",ENSG00000115902
301,ENSG00000115648.grp_1.contained.ENST00000410032_L1_FUSION.adipose_naive_txrev,"[236687197, 236687224, 236687321, 236687991]",ENSG00000115648
302,ENSG00000115825.grp_1.contained.ENST00000464552_L1_GTEx.fibroblast_txrev,"[37231568, 37239539, 37254839, 37257572, 37260580, 37290123, 37292936, 37299694]",ENSG00000115825
303,ENSG00000124380.grp_2.contained.ENST00000244227_L1_GTEx.fibroblast_txrev,"[69904531, 69904659, 69906278, 69906932, 69914387]",ENSG00000124380
304,ENSG00000119147.grp_2.contained.ENST00000409944_L1_GTEx.brain_cortex_txrev,[106073280],ENSG00000119147
305,ENSG00000115687.grp_1.contained.ENST00000234040_L1_GTEx.testis_txrev,"[241133276, 241133281, 241133283, 241133491, 241133645, 241134724, 241135732, 241136208]",ENSG00000115687
306,ENSG00000132330.grp_1.contained.ENST00000431487_L2_GTEx.LCL_txrev,"[237861705, 237861706, 237864954, 237865685, 237867752, 237876030, 237876644, 237876652, 237876656]",ENSG00000132330
307,ENSG00000170745.grp_2.contained.ENST00000481414_L1_GTEx.lung_txrev,"[17910258, 17915233, 17916523, 17918565, 17919408]",ENSG00000170745
308,ENSG00000143727.grp_2.contained.ENST00000272065_L1_FUSION.adipose_naive_txrev,"[256414, 267863, 272051]",ENSG00000143727
309,ENSG00000151353.grp_2.contained.ENST00000432667_L1_GTEx.thyroid_txrev,"[671939, 674963]",ENSG00000151353
310,ENSG00000115457.grp_2.contained.ENST00000490362_L1_Nedelec_2016.macrophage_Listeria_txrev,[216619506],ENSG00000115457
311,ENSG00000115274.grp_2.contained.ENST00000409493_L1_GTEx.LCL_txrev,"[74528651, 74529049]",ENSG00000115274
312,ENSG00000124380.grp_2.contained.ENST00000450162_L1_GTEx.fibroblast_txrev,"[69904531, 69904659, 69906278, 69906932, 69914387]",ENSG00000124380
313,ENSG00000188674.grp_2.contained.ENST00000451342_L2_BrainSeq.brain_txrev,[208168414],ENSG00000188674
314,ENSG00000035115.grp_2.contained.ENST00000473104_L1_GTEx.muscle_txrev,[242793],ENSG00000035115
315,ENSG00000124370.grp_1.contained.ENST00000462609_L2_GTEx.muscle_txrev,"[71122439, 71124703, 71130287, 71130504]",ENSG00000124370
316,ENSG00000168894.grp_2.contained.ENST00000456023_L1_GTEx.brain_frontal_cortex_txrev,"[85596961, 85600891, 85619962, 85626340, 85627353, 85633105, 85646921, 85649101, 85659544, 85662402]",ENSG00000168894
317,ENSG00000124006.grp_1.contained.ENST00000462385_L1_HipSci.iPSC_txrev,[219562706],ENSG00000124006
318,ENSG00000151353.grp_2.contained.ENST00000497508_L1_GTEx.esophagus_muscularis_txrev,"[366846, 367157, 655861, 656153, 657674]",ENSG00000151353
319,ENSG00000077044.grp_1.contained.ENST00000474488_L1_TwinsUK.LCL_txrev,"[233438445, 233438731, 233445599, 233450491]",ENSG00000077044
320,ENSG00000240344.grp_1.contained.ENST00000497263_L1_GTEx.spleen_txrev,"[200877622, 200889340]",ENSG00000240344
321,ENSG00000079150.grp_1.contained.ENST00000419184_L1_GTEx.fibroblast_txrev,"[178419936, 178422107, 178423963, 178424905, 178468382, 178479275]",ENSG00000079150
322,ENSG00000035115.grp_2.contained.ENST00000626873_L1_GENCORD.fibroblast_txrev,[242793],ENSG00000035115
323,ENSG00000170802.grp_2.contained.ENST00000413569_L1_GTEx.testis_txrev,[48346756],ENSG00000170802
324,ENSG00000162882.grp_1.contained.ENST00000406007_L1_Lepik_2017.blood_txrev,"[42770474, 42772307]",ENSG00000162882
325,ENSG00000144115.grp_2.contained.ENST00000343544_L1_FUSION.adipose_naive_txrev,"[88180582, 88185873, 88187623, 88189771, 88196807, 88198758, 88201842, 88205126, 88210838]",ENSG00000144115
326,ENSG00000115350.grp_1.contained.ENST00000473023_L1_ROSMAP.brain_naive_txrev,[74958729],ENSG00000115350
327,ENSG00000055332.grp_2.contained.ENST00000395127_L2_Quach_2016.monocyte_IAV_txrev,[37149148],ENSG00000055332
